drugA	drugB	drugA_for_disease	drugB_for_disease	drugcomb	adv/app
DB00173	DB00350	False	True	('DB00173', 'DB00350')	1
DB00175	DB00559	False	True	('DB00175', 'DB00559')	1
DB00175	DB08931	False	True	('DB00175', 'DB08931')	1
DB00175	DB00457	False	True	('DB00175', 'DB00457')	1
DB00175	DB00968	False	True	('DB00175', 'DB00968')	1
DB00175	DB06403	False	True	('DB00175', 'DB06403')	1
DB00176	DB00559	False	True	('DB00176', 'DB00559')	1
DB00176	DB00765	False	True	('DB00176', 'DB00765')	1
DB00176	DB01018	False	True	('DB00176', 'DB01018')	1
DB00176	DB12661	False	True	('DB00176', 'DB12661')	1
DB00176	DB01626	False	True	('DB00176', 'DB01626')	1
DB00176	DB00590	False	True	('DB00176', 'DB00590')	1
DB00176	DB04840	False	True	('DB00176', 'DB04840')	1
DB00176	DB00325	False	True	('DB00176', 'DB00325')	1
DB00176	DB00657	False	True	('DB00176', 'DB00657')	1
DB00176	DB00968	False	True	('DB00176', 'DB00968')	1
DB00176	DB01170	False	True	('DB00176', 'DB01170')	1
DB00176	DB01275	False	True	('DB00176', 'DB01275')	1
DB00176	DB00575	False	True	('DB00176', 'DB00575')	1
DB00176	DB08932	False	True	('DB00176', 'DB08932')	1
DB00176	DB00820	False	True	('DB00176', 'DB00820')	1
DB00176	DB06403	False	True	('DB00176', 'DB06403')	1
DB00176	DB06762	False	True	('DB00176', 'DB06762')	1
DB00176	DB08931	False	True	('DB00176', 'DB08931')	1
DB00176	DB12945	False	True	('DB00176', 'DB12945')	1
DB00177	DB01119	False	True	('DB00177', 'DB01119')	1
DB00177	DB00217	False	True	('DB00177', 'DB00217')	1
DB00177	DB01018	False	True	('DB00177', 'DB01018')	1
DB00177	DB09242	False	True	('DB00177', 'DB09242')	1
DB00177	DB11738	False	True	('DB00177', 'DB11738')	1
DB00177	DB12661	False	True	('DB00177', 'DB12661')	1
DB00177	DB00325	False	True	('DB00177', 'DB00325')	1
DB00177	DB00350	False	True	('DB00177', 'DB00350')	1
DB00177	DB00657	False	True	('DB00177', 'DB00657')	1
DB00177	DB00765	False	True	('DB00177', 'DB00765')	1
DB00177	DB00968	False	True	('DB00177', 'DB00968')	1
DB00177	DB01089	False	True	('DB00177', 'DB01089')	1
DB00177	DB01116	False	True	('DB00177', 'DB01116')	1
DB00177	DB01170	False	True	('DB00177', 'DB01170')	1
DB00177	DB01275	False	True	('DB00177', 'DB01275')	1
DB00177	DB04840	False	True	('DB00177', 'DB04840')	1
DB00177	DB06762	False	True	('DB00177', 'DB06762')	1
DB00177	DB08931	False	True	('DB00177', 'DB08931')	1
DB00177	DB08932	False	True	('DB00177', 'DB08932')	1
DB00177	DB09206	False	True	('DB00177', 'DB09206')	1
DB00177	DB09363	False	True	('DB00177', 'DB09363')	1
DB00177	DB12945	False	True	('DB00177', 'DB12945')	1
DB00177	DB13211	False	True	('DB00177', 'DB13211')	1
DB00177	DB13410	False	True	('DB00177', 'DB13410')	1
DB00177	DB13429	False	True	('DB00177', 'DB13429')	1
DB00177	DB13435	False	True	('DB00177', 'DB13435')	1
DB00177	DB13452	False	True	('DB00177', 'DB13452')	1
DB00177	DB13575	False	True	('DB00177', 'DB13575')	1
DB00177	DB13604	False	True	('DB00177', 'DB13604')	1
DB00177	DB13631	False	True	('DB00177', 'DB13631')	1
DB00177	DB13779	False	True	('DB00177', 'DB13779')	1
DB00177	DB00820	False	True	('DB00177', 'DB00820')	1
DB00177	DB01626	False	True	('DB00177', 'DB01626')	1
DB00177	DB01180	False	True	('DB00177', 'DB01180')	1
DB00177	DB06403	False	True	('DB00177', 'DB06403')	1
DB00177	DB00559	False	True	('DB00177', 'DB00559')	1
DB00177	DB00590	False	True	('DB00177', 'DB00590')	1
DB00177	DB00457	False	True	('DB00177', 'DB00457')	1
DB00177	DB00575	False	True	('DB00177', 'DB00575')	1
DB00178	DB01119	False	True	('DB00178', 'DB01119')	1
DB00178	DB00217	False	True	('DB00178', 'DB00217')	1
DB00178	DB01018	False	True	('DB00178', 'DB01018')	1
DB00178	DB09242	False	True	('DB00178', 'DB09242')	1
DB00178	DB11738	False	True	('DB00178', 'DB11738')	1
DB00178	DB12661	False	True	('DB00178', 'DB12661')	1
DB00178	DB00325	False	True	('DB00178', 'DB00325')	1
DB00178	DB00350	False	True	('DB00178', 'DB00350')	1
DB00178	DB00559	False	True	('DB00178', 'DB00559')	1
DB00178	DB00590	False	True	('DB00178', 'DB00590')	1
DB00178	DB00765	False	True	('DB00178', 'DB00765')	1
DB00178	DB00968	False	True	('DB00178', 'DB00968')	1
DB00178	DB01089	False	True	('DB00178', 'DB01089')	1
DB00178	DB01170	False	True	('DB00178', 'DB01170')	1
DB00178	DB01275	False	True	('DB00178', 'DB01275')	1
DB00178	DB04840	False	True	('DB00178', 'DB04840')	1
DB00178	DB06403	False	True	('DB00178', 'DB06403')	1
DB00178	DB06762	False	True	('DB00178', 'DB06762')	1
DB00178	DB08931	False	True	('DB00178', 'DB08931')	1
DB00178	DB08932	False	True	('DB00178', 'DB08932')	1
DB00178	DB09206	False	True	('DB00178', 'DB09206')	1
DB00178	DB09363	False	True	('DB00178', 'DB09363')	1
DB00178	DB12945	False	True	('DB00178', 'DB12945')	1
DB00178	DB13211	False	True	('DB00178', 'DB13211')	1
DB00178	DB13410	False	True	('DB00178', 'DB13410')	1
DB00178	DB13429	False	True	('DB00178', 'DB13429')	1
DB00178	DB13435	False	True	('DB00178', 'DB13435')	1
DB00178	DB13452	False	True	('DB00178', 'DB13452')	1
DB00178	DB13575	False	True	('DB00178', 'DB13575')	1
DB00178	DB13604	False	True	('DB00178', 'DB13604')	1
DB00178	DB13631	False	True	('DB00178', 'DB13631')	1
DB00178	DB13779	False	True	('DB00178', 'DB13779')	1
DB00178	DB00657	False	True	('DB00178', 'DB00657')	1
DB00178	DB01116	False	True	('DB00178', 'DB01116')	1
DB00178	DB00820	False	True	('DB00178', 'DB00820')	1
DB00178	DB01626	False	True	('DB00178', 'DB01626')	1
DB00178	DB01180	False	True	('DB00178', 'DB01180')	1
DB00178	DB00457	False	True	('DB00178', 'DB00457')	1
DB00178	DB00575	False	True	('DB00178', 'DB00575')	1
DB00180	DB00590	False	True	('DB00180', 'DB00590')	1
DB00180	DB00575	False	True	('DB00180', 'DB00575')	1
DB00181	DB00217	False	True	('DB00181', 'DB00217')	1
DB00181	DB00325	False	True	('DB00181', 'DB00325')	1
DB00181	DB00350	False	True	('DB00181', 'DB00350')	1
DB00181	DB00457	False	True	('DB00181', 'DB00457')	1
DB00181	DB00559	False	True	('DB00181', 'DB00559')	1
DB00181	DB00590	False	True	('DB00181', 'DB00590')	1
DB00181	DB00657	False	True	('DB00181', 'DB00657')	1
DB00181	DB00765	False	True	('DB00181', 'DB00765')	1
DB00181	DB00820	False	True	('DB00181', 'DB00820')	1
DB00181	DB00968	False	True	('DB00181', 'DB00968')	1
DB00181	DB01018	False	True	('DB00181', 'DB01018')	1
DB00181	DB01089	False	True	('DB00181', 'DB01089')	1
DB00181	DB01116	False	True	('DB00181', 'DB01116')	1
DB00181	DB01119	False	True	('DB00181', 'DB01119')	1
DB00181	DB01170	False	True	('DB00181', 'DB01170')	1
DB00181	DB01180	False	True	('DB00181', 'DB01180')	1
DB00181	DB01275	False	True	('DB00181', 'DB01275')	1
DB00181	DB01626	False	True	('DB00181', 'DB01626')	1
DB00181	DB04840	False	True	('DB00181', 'DB04840')	1
DB00181	DB06403	False	True	('DB00181', 'DB06403')	1
DB00181	DB06762	False	True	('DB00181', 'DB06762')	1
DB00181	DB08931	False	True	('DB00181', 'DB08931')	1
DB00181	DB08932	False	True	('DB00181', 'DB08932')	1
DB00181	DB09206	False	True	('DB00181', 'DB09206')	1
DB00181	DB09242	False	True	('DB00181', 'DB09242')	1
DB00181	DB09363	False	True	('DB00181', 'DB09363')	1
DB00181	DB11738	False	True	('DB00181', 'DB11738')	1
DB00181	DB12465	False	True	('DB00181', 'DB12465')	1
DB00181	DB12661	False	True	('DB00181', 'DB12661')	1
DB00181	DB12945	False	True	('DB00181', 'DB12945')	1
DB00181	DB13211	False	True	('DB00181', 'DB13211')	1
DB00181	DB13410	False	True	('DB00181', 'DB13410')	1
DB00181	DB13429	False	True	('DB00181', 'DB13429')	1
DB00181	DB13435	False	True	('DB00181', 'DB13435')	1
DB00181	DB13452	False	True	('DB00181', 'DB13452')	1
DB00181	DB13575	False	True	('DB00181', 'DB13575')	1
DB00181	DB13604	False	True	('DB00181', 'DB13604')	1
DB00181	DB13631	False	True	('DB00181', 'DB13631')	1
DB00181	DB13779	False	True	('DB00181', 'DB13779')	1
DB00181	DB00575	False	True	('DB00181', 'DB00575')	1
DB00182	DB00217	False	True	('DB00182', 'DB00217')	1
DB00182	DB00325	False	True	('DB00182', 'DB00325')	1
DB00182	DB00350	False	True	('DB00182', 'DB00350')	1
DB00182	DB00559	False	True	('DB00182', 'DB00559')	1
DB00182	DB00657	False	True	('DB00182', 'DB00657')	1
DB00182	DB00765	False	True	('DB00182', 'DB00765')	1
DB00182	DB00820	False	True	('DB00182', 'DB00820')	1
DB00182	DB00968	False	True	('DB00182', 'DB00968')	1
DB00182	DB01018	False	True	('DB00182', 'DB01018')	1
DB00182	DB01089	False	True	('DB00182', 'DB01089')	1
DB00182	DB01116	False	True	('DB00182', 'DB01116')	1
DB00182	DB01180	False	True	('DB00182', 'DB01180')	1
DB00182	DB01275	False	True	('DB00182', 'DB01275')	1
DB00182	DB04840	False	True	('DB00182', 'DB04840')	1
DB00182	DB06403	False	True	('DB00182', 'DB06403')	1
DB00182	DB06762	False	True	('DB00182', 'DB06762')	1
DB00182	DB08931	False	True	('DB00182', 'DB08931')	1
DB00182	DB08932	False	True	('DB00182', 'DB08932')	1
DB00182	DB09242	False	True	('DB00182', 'DB09242')	1
DB00182	DB09363	False	True	('DB00182', 'DB09363')	1
DB00182	DB11738	False	True	('DB00182', 'DB11738')	1
DB00182	DB12945	False	True	('DB00182', 'DB12945')	1
DB00182	DB13211	False	True	('DB00182', 'DB13211')	1
DB00182	DB13410	False	True	('DB00182', 'DB13410')	1
DB00182	DB13429	False	True	('DB00182', 'DB13429')	1
DB00182	DB13435	False	True	('DB00182', 'DB13435')	1
DB00182	DB13452	False	True	('DB00182', 'DB13452')	1
DB00182	DB13575	False	True	('DB00182', 'DB13575')	1
DB00182	DB13604	False	True	('DB00182', 'DB13604')	1
DB00182	DB13631	False	True	('DB00182', 'DB13631')	1
DB00182	DB13779	False	True	('DB00182', 'DB13779')	1
DB00182	DB01119	False	True	('DB00182', 'DB01119')	1
DB00182	DB01170	False	True	('DB00182', 'DB01170')	1
DB00182	DB01626	False	True	('DB00182', 'DB01626')	1
DB00182	DB00575	False	True	('DB00182', 'DB00575')	1
DB00182	DB00457	False	True	('DB00182', 'DB00457')	1
DB00182	DB00590	False	True	('DB00182', 'DB00590')	1
DB00182	DB09206	False	True	('DB00182', 'DB09206')	1
DB00182	DB12661	False	True	('DB00182', 'DB12661')	1
DB00184	DB00559	False	True	('DB00184', 'DB00559')	1
DB00184	DB01119	False	True	('DB00184', 'DB01119')	1
DB00184	DB00657	False	True	('DB00184', 'DB00657')	1
DB00184	DB00457	False	True	('DB00184', 'DB00457')	1
DB00184	DB01018	False	True	('DB00184', 'DB01018')	1
DB00184	DB00217	False	True	('DB00184', 'DB00217')	1
DB00184	DB09242	False	True	('DB00184', 'DB09242')	1
DB00184	DB11738	False	True	('DB00184', 'DB11738')	1
DB00184	DB00575	False	True	('DB00184', 'DB00575')	1
DB00185	DB00325	False	True	('DB00185', 'DB00325')	1
DB00185	DB00657	False	True	('DB00185', 'DB00657')	1
DB00185	DB00968	False	True	('DB00185', 'DB00968')	1
DB00185	DB01018	False	True	('DB00185', 'DB01018')	1
DB00185	DB01170	False	True	('DB00185', 'DB01170')	1
DB00185	DB01275	False	True	('DB00185', 'DB01275')	1
DB00185	DB08932	False	True	('DB00185', 'DB08932')	1
DB00185	DB00820	False	True	('DB00185', 'DB00820')	1
DB00185	DB04840	False	True	('DB00185', 'DB04840')	1
DB00185	DB00590	False	True	('DB00185', 'DB00590')	1
DB00185	DB00575	False	True	('DB00185', 'DB00575')	1
DB00186	DB00765	False	True	('DB00186', 'DB00765')	1
DB00186	DB01018	False	True	('DB00186', 'DB01018')	1
DB00186	DB01626	False	True	('DB00186', 'DB01626')	1
DB00186	DB12661	False	True	('DB00186', 'DB12661')	1
DB00186	DB00325	False	True	('DB00186', 'DB00325')	1
DB00186	DB00657	False	True	('DB00186', 'DB00657')	1
DB00186	DB00968	False	True	('DB00186', 'DB00968')	1
DB00186	DB01170	False	True	('DB00186', 'DB01170')	1
DB00186	DB08932	False	True	('DB00186', 'DB08932')	1
DB00186	DB00820	False	True	('DB00186', 'DB00820')	1
DB00186	DB01275	False	True	('DB00186', 'DB01275')	1
DB00186	DB00575	False	True	('DB00186', 'DB00575')	1
DB00187	DB01119	False	True	('DB00187', 'DB01119')	1
DB00187	DB01089	False	True	('DB00187', 'DB01089')	1
DB00187	DB01170	False	True	('DB00187', 'DB01170')	1
DB00187	DB00325	False	True	('DB00187', 'DB00325')	1
DB00187	DB00350	False	True	('DB00187', 'DB00350')	1
DB00187	DB00559	False	True	('DB00187', 'DB00559')	1
DB00187	DB00657	False	True	('DB00187', 'DB00657')	1
DB00187	DB00765	False	True	('DB00187', 'DB00765')	1
DB00187	DB01116	False	True	('DB00187', 'DB01116')	1
DB00187	DB01275	False	True	('DB00187', 'DB01275')	1
DB00187	DB04840	False	True	('DB00187', 'DB04840')	1
DB00187	DB06403	False	True	('DB00187', 'DB06403')	1
DB00187	DB06762	False	True	('DB00187', 'DB06762')	1
DB00187	DB08931	False	True	('DB00187', 'DB08931')	1
DB00187	DB08932	False	True	('DB00187', 'DB08932')	1
DB00187	DB09363	False	True	('DB00187', 'DB09363')	1
DB00187	DB12945	False	True	('DB00187', 'DB12945')	1
DB00187	DB13211	False	True	('DB00187', 'DB13211')	1
DB00187	DB13410	False	True	('DB00187', 'DB13410')	1
DB00187	DB13429	False	True	('DB00187', 'DB13429')	1
DB00187	DB13435	False	True	('DB00187', 'DB13435')	1
DB00187	DB13452	False	True	('DB00187', 'DB13452')	1
DB00187	DB13575	False	True	('DB00187', 'DB13575')	1
DB00187	DB13604	False	True	('DB00187', 'DB13604')	1
DB00187	DB13631	False	True	('DB00187', 'DB13631')	1
DB00187	DB13779	False	True	('DB00187', 'DB13779')	1
DB00187	DB00820	False	True	('DB00187', 'DB00820')	1
DB00187	DB00590	False	True	('DB00187', 'DB00590')	1
DB00187	DB09206	False	True	('DB00187', 'DB09206')	1
DB00187	DB12661	False	True	('DB00187', 'DB12661')	1
DB00187	DB01626	False	True	('DB00187', 'DB01626')	1
DB00187	DB01180	False	True	('DB00187', 'DB01180')	1
DB00187	DB00217	False	True	('DB00187', 'DB00217')	1
DB00187	DB00968	False	True	('DB00187', 'DB00968')	1
DB00187	DB01018	False	True	('DB00187', 'DB01018')	1
DB00187	DB09242	False	True	('DB00187', 'DB09242')	1
DB00187	DB11738	False	True	('DB00187', 'DB11738')	1
DB00187	DB00457	False	True	('DB00187', 'DB00457')	1
DB00187	DB00575	False	True	('DB00187', 'DB00575')	1
DB00188	DB00559	False	True	('DB00188', 'DB00559')	1
DB00188	DB01275	False	True	('DB00188', 'DB01275')	1
DB00188	DB00590	False	True	('DB00188', 'DB00590')	1
DB00188	DB04840	False	True	('DB00188', 'DB04840')	1
DB00188	DB00575	False	True	('DB00188', 'DB00575')	1
DB00188	DB12945	False	True	('DB00188', 'DB12945')	1
DB00188	DB06403	False	True	('DB00188', 'DB06403')	1
DB00188	DB08931	False	True	('DB00188', 'DB08931')	1
DB00189	DB00765	False	True	('DB00189', 'DB00765')	1
DB00189	DB01018	False	True	('DB00189', 'DB01018')	1
DB00189	DB01626	False	True	('DB00189', 'DB01626')	1
DB00189	DB12661	False	True	('DB00189', 'DB12661')	1
DB00189	DB00575	False	True	('DB00189', 'DB00575')	1
DB00190	DB00217	False	True	('DB00190', 'DB00217')	1
DB00190	DB00325	False	True	('DB00190', 'DB00325')	1
DB00190	DB00350	False	True	('DB00190', 'DB00350')	1
DB00190	DB00457	False	True	('DB00190', 'DB00457')	1
DB00190	DB00559	False	True	('DB00190', 'DB00559')	1
DB00190	DB00575	False	True	('DB00190', 'DB00575')	1
DB00190	DB00590	False	True	('DB00190', 'DB00590')	1
DB00190	DB00657	False	True	('DB00190', 'DB00657')	1
DB00190	DB00765	False	True	('DB00190', 'DB00765')	1
DB00190	DB00820	False	True	('DB00190', 'DB00820')	1
DB00190	DB00968	False	True	('DB00190', 'DB00968')	1
DB00190	DB01018	False	True	('DB00190', 'DB01018')	1
DB00190	DB01089	False	True	('DB00190', 'DB01089')	1
DB00190	DB01116	False	True	('DB00190', 'DB01116')	1
DB00190	DB01119	False	True	('DB00190', 'DB01119')	1
DB00190	DB01170	False	True	('DB00190', 'DB01170')	1
DB00190	DB01180	False	True	('DB00190', 'DB01180')	1
DB00190	DB01275	False	True	('DB00190', 'DB01275')	1
DB00190	DB01626	False	True	('DB00190', 'DB01626')	1
DB00190	DB04840	False	True	('DB00190', 'DB04840')	1
DB00190	DB06403	False	True	('DB00190', 'DB06403')	1
DB00190	DB06762	False	True	('DB00190', 'DB06762')	1
DB00190	DB08931	False	True	('DB00190', 'DB08931')	1
DB00190	DB08932	False	True	('DB00190', 'DB08932')	1
DB00190	DB09206	False	True	('DB00190', 'DB09206')	1
DB00190	DB09242	False	True	('DB00190', 'DB09242')	1
DB00190	DB09363	False	True	('DB00190', 'DB09363')	1
DB00190	DB11738	False	True	('DB00190', 'DB11738')	1
DB00190	DB12661	False	True	('DB00190', 'DB12661')	1
DB00190	DB12945	False	True	('DB00190', 'DB12945')	1
DB00190	DB13211	False	True	('DB00190', 'DB13211')	1
DB00190	DB13410	False	True	('DB00190', 'DB13410')	1
DB00190	DB13429	False	True	('DB00190', 'DB13429')	1
DB00190	DB13435	False	True	('DB00190', 'DB13435')	1
DB00190	DB13452	False	True	('DB00190', 'DB13452')	1
DB00190	DB13575	False	True	('DB00190', 'DB13575')	1
DB00190	DB13604	False	True	('DB00190', 'DB13604')	1
DB00190	DB13631	False	True	('DB00190', 'DB13631')	1
DB00190	DB13779	False	True	('DB00190', 'DB13779')	1
DB00191	DB00325	False	True	('DB00191', 'DB00325')	1
DB00191	DB00350	False	True	('DB00191', 'DB00350')	1
DB00191	DB00657	False	True	('DB00191', 'DB00657')	1
DB00191	DB00765	False	True	('DB00191', 'DB00765')	1
DB00191	DB00968	False	True	('DB00191', 'DB00968')	1
DB00191	DB01089	False	True	('DB00191', 'DB01089')	1
DB00191	DB01116	False	True	('DB00191', 'DB01116')	1
DB00191	DB01119	False	True	('DB00191', 'DB01119')	1
DB00191	DB04840	False	True	('DB00191', 'DB04840')	1
DB00191	DB09363	False	True	('DB00191', 'DB09363')	1
DB00191	DB12945	False	True	('DB00191', 'DB12945')	1
DB00191	DB13211	False	True	('DB00191', 'DB13211')	1
DB00191	DB13410	False	True	('DB00191', 'DB13410')	1
DB00191	DB13429	False	True	('DB00191', 'DB13429')	1
DB00191	DB13435	False	True	('DB00191', 'DB13435')	1
DB00191	DB13452	False	True	('DB00191', 'DB13452')	1
DB00191	DB13575	False	True	('DB00191', 'DB13575')	1
DB00191	DB13604	False	True	('DB00191', 'DB13604')	1
DB00191	DB13631	False	True	('DB00191', 'DB13631')	1
DB00191	DB13779	False	True	('DB00191', 'DB13779')	1
DB00191	DB01018	False	True	('DB00191', 'DB01018')	1
DB00191	DB06403	False	True	('DB00191', 'DB06403')	1
DB00191	DB06762	False	True	('DB00191', 'DB06762')	1
DB00191	DB08931	False	True	('DB00191', 'DB08931')	1
DB00191	DB08932	False	True	('DB00191', 'DB08932')	1
DB00191	DB00820	False	True	('DB00191', 'DB00820')	1
DB00191	DB00559	False	True	('DB00191', 'DB00559')	1
DB00191	DB00575	False	True	('DB00191', 'DB00575')	1
DB00191	DB01275	False	True	('DB00191', 'DB01275')	1
DB00191	DB00217	False	True	('DB00191', 'DB00217')	1
DB00191	DB01180	False	True	('DB00191', 'DB01180')	1
DB00191	DB09242	False	True	('DB00191', 'DB09242')	1
DB00191	DB11738	False	True	('DB00191', 'DB11738')	1
DB00191	DB01170	False	True	('DB00191', 'DB01170')	1
DB00191	DB01626	False	True	('DB00191', 'DB01626')	1
DB00191	DB00457	False	True	('DB00191', 'DB00457')	1
DB00191	DB00590	False	True	('DB00191', 'DB00590')	1
DB00191	DB09206	False	True	('DB00191', 'DB09206')	1
DB00191	DB12661	False	True	('DB00191', 'DB12661')	1
DB00193	DB00765	False	True	('DB00193', 'DB00765')	1
DB00193	DB01626	False	True	('DB00193', 'DB01626')	1
DB00193	DB01116	False	True	('DB00193', 'DB01116')	1
DB00193	DB00657	False	True	('DB00193', 'DB00657')	1
DB00193	DB00325	False	True	('DB00193', 'DB00325')	1
DB00193	DB00968	False	True	('DB00193', 'DB00968')	1
DB00193	DB01170	False	True	('DB00193', 'DB01170')	1
DB00193	DB08932	False	True	('DB00193', 'DB08932')	1
DB00193	DB00820	False	True	('DB00193', 'DB00820')	1
DB00193	DB00590	False	True	('DB00193', 'DB00590')	1
DB00193	DB04840	False	True	('DB00193', 'DB04840')	1
DB00193	DB00217	False	True	('DB00193', 'DB00217')	1
DB00193	DB09242	False	True	('DB00193', 'DB09242')	1
DB00193	DB11738	False	True	('DB00193', 'DB11738')	1
DB00193	DB00575	False	True	('DB00193', 'DB00575')	1
DB00193	DB01275	False	True	('DB00193', 'DB01275')	1
DB00193	DB00559	False	True	('DB00193', 'DB00559')	1
DB00193	DB01018	False	True	('DB00193', 'DB01018')	1
DB00193	DB12661	False	True	('DB00193', 'DB12661')	1
DB00193	DB12465	False	True	('DB00193', 'DB12465')	1
DB00195	DB01119	False	True	('DB00195', 'DB01119')	1
DB00195	DB01089	False	True	('DB00195', 'DB01089')	1
DB00195	DB01170	False	True	('DB00195', 'DB01170')	1
DB00195	DB00325	False	True	('DB00195', 'DB00325')	1
DB00195	DB00350	False	True	('DB00195', 'DB00350')	1
DB00195	DB00559	False	True	('DB00195', 'DB00559')	1
DB00195	DB00657	False	True	('DB00195', 'DB00657')	1
DB00195	DB00765	False	True	('DB00195', 'DB00765')	1
DB00195	DB01116	False	True	('DB00195', 'DB01116')	1
DB00195	DB01275	False	True	('DB00195', 'DB01275')	1
DB00195	DB04840	False	True	('DB00195', 'DB04840')	1
DB00195	DB06403	False	True	('DB00195', 'DB06403')	1
DB00195	DB06762	False	True	('DB00195', 'DB06762')	1
DB00195	DB08931	False	True	('DB00195', 'DB08931')	1
DB00195	DB08932	False	True	('DB00195', 'DB08932')	1
DB00195	DB09363	False	True	('DB00195', 'DB09363')	1
DB00195	DB13211	False	True	('DB00195', 'DB13211')	1
DB00195	DB13410	False	True	('DB00195', 'DB13410')	1
DB00195	DB13429	False	True	('DB00195', 'DB13429')	1
DB00195	DB13435	False	True	('DB00195', 'DB13435')	1
DB00195	DB13452	False	True	('DB00195', 'DB13452')	1
DB00195	DB13575	False	True	('DB00195', 'DB13575')	1
DB00195	DB13604	False	True	('DB00195', 'DB13604')	1
DB00195	DB13631	False	True	('DB00195', 'DB13631')	1
DB00195	DB13779	False	True	('DB00195', 'DB13779')	1
DB00195	DB00820	False	True	('DB00195', 'DB00820')	1
DB00195	DB00590	False	True	('DB00195', 'DB00590')	1
DB00195	DB09206	False	True	('DB00195', 'DB09206')	1
DB00195	DB12661	False	True	('DB00195', 'DB12661')	1
DB00195	DB01626	False	True	('DB00195', 'DB01626')	1
DB00195	DB01180	False	True	('DB00195', 'DB01180')	1
DB00195	DB00217	False	True	('DB00195', 'DB00217')	1
DB00195	DB00968	False	True	('DB00195', 'DB00968')	1
DB00195	DB01018	False	True	('DB00195', 'DB01018')	1
DB00195	DB09242	False	True	('DB00195', 'DB09242')	1
DB00195	DB11738	False	True	('DB00195', 'DB11738')	1
DB00195	DB12945	False	True	('DB00195', 'DB12945')	1
DB00195	DB00457	False	True	('DB00195', 'DB00457')	1
DB00195	DB00575	False	True	('DB00195', 'DB00575')	1
