drugA	drugB	drugA_for_disease	drugB_for_disease	drugcomb	adv/app
DB01275	DB01600	True	False	('DB01275', 'DB01600')	1
DB01275	DB01628	True	False	('DB01275', 'DB01628')	1
DB01275	DB02224	True	False	('DB01275', 'DB02224')	1
DB01275	DB03585	True	False	('DB01275', 'DB03585')	1
DB01275	DB04725	True	False	('DB01275', 'DB04725')	1
DB01275	DB04743	True	False	('DB01275', 'DB04743')	1
DB01275	DB04812	True	False	('DB01275', 'DB04812')	1
DB01275	DB04817	True	False	('DB01275', 'DB04817')	1
DB01275	DB04828	True	False	('DB01275', 'DB04828')	1
DB01275	DB05095	True	False	('DB01275', 'DB05095')	1
DB01275	DB06725	True	False	('DB01275', 'DB06725')	1
DB01275	DB06736	True	False	('DB01275', 'DB06736')	1
DB01275	DB06737	True	False	('DB01275', 'DB06737')	1
DB01275	DB07402	True	False	('DB01275', 'DB07402')	1
DB01275	DB08439	True	False	('DB01275', 'DB08439')	1
DB01275	DB08797	True	False	('DB01275', 'DB08797')	1
DB01275	DB08940	True	False	('DB01275', 'DB08940')	1
DB01275	DB08942	True	False	('DB01275', 'DB08942')	1
DB01275	DB08951	True	False	('DB01275', 'DB08951')	1
DB01275	DB08955	True	False	('DB01275', 'DB08955')	1
DB01275	DB08976	True	False	('DB01275', 'DB08976')	1
DB01275	DB08981	True	False	('DB01275', 'DB08981')	1
DB01275	DB08984	True	False	('DB01275', 'DB08984')	1
DB01275	DB08991	True	False	('DB01275', 'DB08991')	1
DB01275	DB09084	True	False	('DB01275', 'DB09084')	1
DB01275	DB09213	True	False	('DB01275', 'DB09213')	1
DB01275	DB09214	True	False	('DB01275', 'DB09214')	1
DB01275	DB09215	True	False	('DB01275', 'DB09215')	1
DB01275	DB09216	True	False	('DB01275', 'DB09216')	1
DB01275	DB09217	True	False	('DB01275', 'DB09217')	1
DB01275	DB09218	True	False	('DB01275', 'DB09218')	1
DB01275	DB09285	True	False	('DB01275', 'DB09285')	1
DB01275	DB09288	True	False	('DB01275', 'DB09288')	1
DB01275	DB09295	True	False	('DB01275', 'DB09295')	1
DB01275	DB11455	True	False	('DB01275', 'DB11455')	1
DB01275	DB11466	True	False	('DB01275', 'DB11466')	1
DB01275	DB11518	True	False	('DB01275', 'DB11518')	1
DB01275	DB12399	True	False	('DB01275', 'DB12399')	1
DB01275	DB12445	True	False	('DB01275', 'DB12445')	1
DB01275	DB12545	True	False	('DB01275', 'DB12545')	1
DB01275	DB12610	True	False	('DB01275', 'DB12610')	1
DB01275	DB13001	True	False	('DB01275', 'DB13001')	1
DB01275	DB13167	True	False	('DB01275', 'DB13167')	1
DB01275	DB13217	True	False	('DB01275', 'DB13217')	1
DB01275	DB13232	True	False	('DB01275', 'DB13232')	1
DB01275	DB13286	True	False	('DB01275', 'DB13286')	1
DB01275	DB13314	True	False	('DB01275', 'DB13314')	1
DB01275	DB13371	True	False	('DB01275', 'DB13371')	1
DB01275	DB13407	True	False	('DB01275', 'DB13407')	1
DB01275	DB13432	True	False	('DB01275', 'DB13432')	1
DB01275	DB13481	True	False	('DB01275', 'DB13481')	1
DB01275	DB13524	True	False	('DB01275', 'DB13524')	1
DB01275	DB13527	True	False	('DB01275', 'DB13527')	1
DB01275	DB13538	True	False	('DB01275', 'DB13538')	1
DB01275	DB13544	True	False	('DB01275', 'DB13544')	1
DB01275	DB13612	True	False	('DB01275', 'DB13612')	1
DB01275	DB13629	True	False	('DB01275', 'DB13629')	1
DB01275	DB13649	True	False	('DB01275', 'DB13649')	1
DB01275	DB13657	True	False	('DB01275', 'DB13657')	1
DB01275	DB13722	True	False	('DB01275', 'DB13722')	1
DB01275	DB13783	True	False	('DB01275', 'DB13783')	1
DB01275	DB13860	True	False	('DB01275', 'DB13860')	1
DB01275	DB14059	True	False	('DB01275', 'DB14059')	1
DB01275	DB14060	True	False	('DB01275', 'DB14060')	1
DB01275	DB14938	True	False	('DB01275', 'DB14938')	1
DB01275	DB09212	True	False	('DB01275', 'DB09212')	1
DB01275	DB04552	True	False	('DB01275', 'DB04552')	1
DB01275	DB01418	True	False	('DB01275', 'DB01418')	1
DB01275	DB08496	True	False	('DB01275', 'DB08496')	1
DB01275	DB08735	True	False	('DB01275', 'DB08735')	1
DB01275	DB08736	True	False	('DB01275', 'DB08736')	1
DB01275	DB14055	True	False	('DB01275', 'DB14055')	1
DB01275	DB04884	True	False	('DB01275', 'DB04884')	1
DB01275	DB09220	True	False	('DB01275', 'DB09220')	1
DB01275	DB09282	True	False	('DB01275', 'DB09282')	1
DB01275	DB06826	True	False	('DB01275', 'DB06826')	1
DB01275	DB01295	True	False	('DB01275', 'DB01295')	1
DB01275	DB01297	True	False	('DB01275', 'DB01297')	1
DB01275	DB01340	True	False	('DB01275', 'DB01340')	1
DB01275	DB01347	True	False	('DB01275', 'DB01347')	1
DB01275	DB01348	True	False	('DB01275', 'DB01348')	1
DB01275	DB01580	True	False	('DB01275', 'DB01580')	1
DB01275	DB03322	True	False	('DB01275', 'DB03322')	1
DB01275	DB04840	True	True	('DB01275', 'DB04840')	1
DB01275	DB04846	True	False	('DB01275', 'DB04846')	1
DB01275	DB06268	True	False	('DB01275', 'DB06268')	1
DB01275	DB06445	True	False	('DB01275', 'DB06445')	1
DB01275	DB07767	True	False	('DB01275', 'DB07767')	1
DB01275	DB08808	True	False	('DB01275', 'DB08808')	1
DB01275	DB08836	True	False	('DB01275', 'DB08836')	1
DB01275	DB08952	True	False	('DB01275', 'DB08952')	1
DB01275	DB08960	True	False	('DB01275', 'DB08960')	1
DB01275	DB09206	True	True	('DB01275', 'DB09206')	1
DB01275	DB09363	True	True	('DB01275', 'DB09363')	1
DB01275	DB11720	True	False	('DB01275', 'DB11720')	1
DB01275	DB11770	True	False	('DB01275', 'DB11770')	1
DB01275	DB11783	True	False	('DB01275', 'DB11783')	1
DB01275	DB12054	True	False	('DB01275', 'DB12054')	1
DB01275	DB12212	True	False	('DB01275', 'DB12212')	1
DB01275	DB12945	True	True	('DB01275', 'DB12945')	1
DB01275	DB13166	True	False	('DB01275', 'DB13166')	1
DB01275	DB13211	True	True	('DB01275', 'DB13211')	1
DB01275	DB13312	True	False	('DB01275', 'DB13312')	1
DB01275	DB13374	True	False	('DB01275', 'DB13374')	1
DB01275	DB13400	True	False	('DB01275', 'DB13400')	1
DB01275	DB13410	True	True	('DB01275', 'DB13410')	1
DB01275	DB13429	True	True	('DB01275', 'DB13429')	1
DB01275	DB13435	True	True	('DB01275', 'DB13435')	1
DB01275	DB13443	True	False	('DB01275', 'DB13443')	1
DB01275	DB13452	True	True	('DB01275', 'DB13452')	1
DB01275	DB13508	True	False	('DB01275', 'DB13508')	1
DB01275	DB13575	True	True	('DB01275', 'DB13575')	1
DB01275	DB13604	True	True	('DB01275', 'DB13604')	1
DB01275	DB13631	True	True	('DB01275', 'DB13631')	1
DB01275	DB13757	True	False	('DB01275', 'DB13757')	1
DB01275	DB13779	True	True	('DB01275', 'DB13779')	1
DB01275	DB13919	True	False	('DB01275', 'DB13919')	1
DB01275	DB14094	True	False	('DB01275', 'DB14094')	1
DB01275	DB14125	True	False	('DB01275', 'DB14125')	1
DB01275	DB14207	True	False	('DB01275', 'DB14207')	1
DB01275	DB14208	True	False	('DB01275', 'DB14208')	1
DB01275	DB14213	True	False	('DB01275', 'DB14213')	1
DB01275	DB14217	True	False	('DB01275', 'DB14217')	1
DB01275	DB01388	True	False	('DB01275', 'DB01388')	1
DB01275	DB04861	True	False	('DB01275', 'DB04861')	1
DB01275	DB06403	True	True	('DB01275', 'DB06403')	1
DB01275	DB06712	True	False	('DB01275', 'DB06712')	1
DB01275	DB06762	True	True	('DB01275', 'DB06762')	1
DB01275	DB08931	True	True	('DB01275', 'DB08931')	1
DB01275	DB09026	True	False	('DB01275', 'DB09026')	1
DB01275	DB09238	True	False	('DB01275', 'DB09238')	1
DB01275	DB09239	True	False	('DB01275', 'DB09239')	1
DB01275	DB11362	True	False	('DB01275', 'DB11362')	1
DB01275	DB12093	True	False	('DB01275', 'DB12093')	1
DB01275	DB14068	True	False	('DB01275', 'DB14068')	1
DB01275	DB05266	True	False	('DB01275', 'DB05266')	1
DB01275	DB06267	True	False	('DB01275', 'DB06267')	1
DB01275	DB09273	True	False	('DB01275', 'DB09273')	1
DB01275	DB11792	True	False	('DB01275', 'DB11792')	1
DB01275	DB12010	True	False	('DB01275', 'DB12010')	1
DB01275	DB06237	True	False	('DB01275', 'DB06237')	1
DB01275	DB14337	True	False	('DB01275', 'DB14337')	1
DB01275	DB01367	True	False	('DB01275', 'DB01367')	1
DB01275	DB01626	True	True	('DB01275', 'DB01626')	1
DB01275	DB04017	True	False	('DB01275', 'DB04017')	1
DB01275	DB04818	True	False	('DB01275', 'DB04818')	1
DB01275	DB04820	True	False	('DB01275', 'DB04820')	1
DB01275	DB06654	True	False	('DB01275', 'DB06654')	1
DB01275	DB08550	True	False	('DB01275', 'DB08550')	1
DB01275	DB09241	True	False	('DB01275', 'DB09241')	1
DB01275	DB09243	True	False	('DB01275', 'DB09243')	1
DB01275	DB09244	True	False	('DB01275', 'DB09244')	1
DB01275	DB09245	True	False	('DB01275', 'DB09245')	1
DB01275	DB09246	True	False	('DB01275', 'DB09246')	1
DB01275	DB09248	True	False	('DB01275', 'DB09248')	1
DB01275	DB09249	True	False	('DB01275', 'DB09249')	1
DB01275	DB09250	True	False	('DB01275', 'DB09250')	1
DB01275	DB09251	True	False	('DB01275', 'DB09251')	1
DB01275	DB09252	True	False	('DB01275', 'DB09252')	1
DB01275	DB09253	True	False	('DB01275', 'DB09253')	1
DB01275	DB09254	True	False	('DB01275', 'DB09254')	1
DB01275	DB13875	True	False	('DB01275', 'DB13875')	1
DB01275	DB13876	True	False	('DB01275', 'DB13876')	1
DB01275	DB01351	True	False	('DB01275', 'DB01351')	1
DB01275	DB01355	True	False	('DB01275', 'DB01355')	1
DB01275	DB01483	True	False	('DB01275', 'DB01483')	1
DB01275	DB09001	True	False	('DB01275', 'DB09001')	1
DB01275	DB01282	True	False	('DB01275', 'DB01282')	1
DB01275	DB01612	True	False	('DB01275', 'DB01612')	1
DB01275	DB04899	True	False	('DB01275', 'DB04899')	1
DB01275	DB08822	True	False	('DB01275', 'DB08822')	1
DB01275	DB09077	True	False	('DB01275', 'DB09077')	1
DB01275	DB09112	True	False	('DB01275', 'DB09112')	1
DB01275	DB09279	True	False	('DB01275', 'DB09279')	1
DB01275	DB09286	True	False	('DB01275', 'DB09286')	1
DB01275	DB09232	True	False	('DB01275', 'DB09232')	1
DB01275	DB09038	True	False	('DB01275', 'DB09038')	1
DB01275	DB11632	True	False	('DB01275', 'DB11632')	1
DB01275	DB15456	True	False	('DB01275', 'DB15456')	1
DB01275	DB09236	True	False	('DB01275', 'DB09236')	1
DB01275	DB09227	True	False	('DB01275', 'DB09227')	1
DB01275	DB13967	True	False	('DB01275', 'DB13967')	1
DB01275	DB14185	True	False	('DB01275', 'DB14185')	1
DB01275	DB01326	True	False	('DB01275', 'DB01326')	1
DB01275	DB01327	True	False	('DB01275', 'DB01327')	1
DB01275	DB01328	True	False	('DB01275', 'DB01328')	1
DB01275	DB01329	True	False	('DB01275', 'DB01329')	1
DB01275	DB01330	True	False	('DB01275', 'DB01330')	1
DB01275	DB01331	True	False	('DB01275', 'DB01331')	1
DB01275	DB01332	True	False	('DB01275', 'DB01332')	1
DB01275	DB01333	True	False	('DB01275', 'DB01333')	1
DB01275	DB01413	True	False	('DB01275', 'DB01413')	1
DB01275	DB01414	True	False	('DB01275', 'DB01414')	1
DB01275	DB01415	True	False	('DB01275', 'DB01415')	1
DB01275	DB01416	True	False	('DB01275', 'DB01416')	1
DB01275	DB02247	True	False	('DB01275', 'DB02247')	1
DB01275	DB03450	True	False	('DB01275', 'DB03450')	1
DB01275	DB04570	True	False	('DB01275', 'DB04570')	1
DB01275	DB04918	True	False	('DB01275', 'DB04918')	1
DB01275	DB06590	True	False	('DB01275', 'DB06590')	1
DB01275	DB09008	True	False	('DB01275', 'DB09008')	1
DB01275	DB09062	True	False	('DB01275', 'DB09062')	1
DB01275	DB11367	True	False	('DB01275', 'DB11367')	1
DB01275	DB11935	True	False	('DB01275', 'DB11935')	1
DB01275	DB13266	True	False	('DB01275', 'DB13266')	1
DB01275	DB13461	True	False	('DB01275', 'DB13461')	1
DB01275	DB13470	True	False	('DB01275', 'DB13470')	1
DB01275	DB13499	True	False	('DB01275', 'DB13499')	1
DB01275	DB13504	True	False	('DB01275', 'DB13504')	1
DB01275	DB13638	True	False	('DB01275', 'DB13638')	1
DB01275	DB13667	True	False	('DB01275', 'DB13667')	1
DB01275	DB13682	True	False	('DB01275', 'DB13682')	1
DB01275	DB13778	True	False	('DB01275', 'DB13778')	1
DB01275	DB13821	True	False	('DB01275', 'DB13821')	1
DB01275	DB13868	True	False	('DB01275', 'DB13868')	1
DB01275	DB14126	True	False	('DB01275', 'DB14126')	1
DB01275	DB14713	True	False	('DB01275', 'DB14713')	1
DB01275	DB01438	True	False	('DB01275', 'DB01438')	1
DB01275	DB15066	True	False	('DB01275', 'DB15066')	1
DB01275	DB01601	True	False	('DB01275', 'DB01601')	1
DB01275	DB01356	True	False	('DB01275', 'DB01356')	1
DB01275	DB14507	True	False	('DB01275', 'DB14507')	1
DB01275	DB01421	True	False	('DB01275', 'DB01421')	1
DB01275	DB04263	True	False	('DB01275', 'DB04263')	1
DB01275	DB04626	True	False	('DB01275', 'DB04626')	1
DB01275	DB04808	True	False	('DB01275', 'DB04808')	1
DB01275	DB08437	True	False	('DB01275', 'DB08437')	1
DB01275	DB11512	True	False	('DB01275', 'DB11512')	1
DB01275	DB11520	True	False	('DB01275', 'DB11520')	1
DB01275	DB01359	True	False	('DB01275', 'DB01359')	1
DB01275	DB01409	True	False	('DB01275', 'DB01409')	1
DB01275	DB01420	True	False	('DB01275', 'DB01420')	1
DB01275	DB01427	True	False	('DB01275', 'DB01427')	1
DB01275	DB01428	True	False	('DB01275', 'DB01428')	1
DB01275	DB01550	True	False	('DB01275', 'DB01550')	1
DB01275	DB01558	True	False	('DB01275', 'DB01558')	1
DB01275	DB01563	True	False	('DB01275', 'DB01563')	1
DB01275	DB01577	True	False	('DB01275', 'DB01577')	1
DB01275	DB01587	True	False	('DB01275', 'DB01587')	1
DB01275	DB01610	True	False	('DB01275', 'DB01610')	1
DB01275	DB01638	True	False	('DB01275', 'DB01638')	1
DB01275	DB01685	True	False	('DB01275', 'DB01685')	1
DB01275	DB04574	True	False	('DB01275', 'DB04574')	1
DB01275	DB04871	True	False	('DB01275', 'DB04871')	1
DB01275	DB04895	True	False	('DB01275', 'DB04895')	1
DB01275	DB04896	True	False	('DB01275', 'DB04896')	1
DB01275	DB04920	True	False	('DB01275', 'DB04920')	1
DB01275	DB04948	True	False	('DB01275', 'DB04948')	1
DB01275	DB04953	True	False	('DB01275', 'DB04953')	1
DB01275	DB05018	True	False	('DB01275', 'DB05018')	1
DB01275	DB05541	True	False	('DB01275', 'DB05541')	1
DB01275	DB05676	True	False	('DB01275', 'DB05676')	1
DB01275	DB06154	True	False	('DB01275', 'DB06154')	1
DB01275	DB06186	True	False	('DB01275', 'DB06186')	1
DB01275	DB06196	True	False	('DB01275', 'DB06196')	1
DB01275	DB06203	True	False	('DB01275', 'DB06203')	1
DB01275	DB06209	True	False	('DB01275', 'DB06209')	1
DB01275	DB06211	True	False	('DB01275', 'DB06211')	1
DB01275	DB06230	True	False	('DB01275', 'DB06230')	1
DB01275	DB06262	True	False	('DB01275', 'DB06262')	1
DB01275	DB06282	True	False	('DB01275', 'DB06282')	1
DB01275	DB06335	True	False	('DB01275', 'DB06335')	1
DB01275	DB06402	True	False	('DB01275', 'DB06402')	1
DB01275	DB06623	True	False	('DB01275', 'DB06623')	1
DB01275	DB06637	True	False	('DB01275', 'DB06637')	1
DB01275	DB06695	True	False	('DB01275', 'DB06695')	1
DB01275	DB06700	True	False	('DB01275', 'DB06700')	1
DB01275	DB06702	True	False	('DB01275', 'DB06702')	1
DB01275	DB06705	True	False	('DB01275', 'DB06705')	1
DB01275	DB06710	True	False	('DB01275', 'DB06710')	1
DB01275	DB06767	True	False	('DB01275', 'DB06767')	1
DB01275	DB06782	True	False	('DB01275', 'DB06782')	1
DB01275	DB06796	True	False	('DB01275', 'DB06796')	1
DB01275	DB06800	True	False	('DB01275', 'DB06800')	1
DB01275	DB06809	True	False	('DB01275', 'DB06809')	1
DB01275	DB06813	True	False	('DB01275', 'DB06813')	1
DB01275	DB06823	True	False	('DB01275', 'DB06823')	1
DB01275	DB06824	True	False	('DB01275', 'DB06824')	1
DB01275	DB08824	True	False	('DB01275', 'DB08824')	1
DB01275	DB08826	True	False	('DB01275', 'DB08826')	1
DB01275	DB08840	True	False	('DB01275', 'DB08840')	1
DB01275	DB08872	True	False	('DB01275', 'DB08872')	1
DB01275	DB08893	True	False	('DB01275', 'DB08893')	1
DB01275	DB08894	True	False	('DB01275', 'DB08894')	1
DB01275	DB08897	True	False	('DB01275', 'DB08897')	1
DB01275	DB08899	True	False	('DB01275', 'DB08899')	1
DB01275	DB08900	True	False	('DB01275', 'DB08900')	1
DB01275	DB08904	True	False	('DB01275', 'DB08904')	1
DB01275	DB08905	True	False	('DB01275', 'DB08905')	1
DB01275	DB08909	True	False	('DB01275', 'DB08909')	1
DB01275	DB08911	True	False	('DB01275', 'DB08911')	1
DB01275	DB08918	True	False	('DB01275', 'DB08918')	1
DB01275	DB08932	True	True	('DB01275', 'DB08932')	1
DB01275	DB08934	True	False	('DB01275', 'DB08934')	1
DB01275	DB09027	True	False	('DB01275', 'DB09027')	1
DB01275	DB09050	True	False	('DB01275', 'DB09050')	1
DB01275	DB09066	True	False	('DB01275', 'DB09066')	1
DB01275	DB09068	True	False	('DB01275', 'DB09068')	1
DB01275	DB09075	True	False	('DB01275', 'DB09075')	1
DB01275	DB09081	True	False	('DB01275', 'DB09081')	1
DB01275	DB09082	True	False	('DB01275', 'DB09082')	1
DB01275	DB09089	True	False	('DB01275', 'DB09089')	1
DB01275	DB09091	True	False	('DB01275', 'DB09091')	1
DB01275	DB09103	True	False	('DB01275', 'DB09103')	1
DB01275	DB09104	True	False	('DB01275', 'DB09104')	1
DB01275	DB09106	True	False	('DB01275', 'DB09106')	1
DB01275	DB09111	True	False	('DB01275', 'DB09111')	1
DB01275	DB09118	True	False	('DB01275', 'DB09118')	1
DB01275	DB09121	True	False	('DB01275', 'DB09121')	1
DB01275	DB09123	True	False	('DB01275', 'DB09123')	1
DB01275	DB09129	True	False	('DB01275', 'DB09129')	1
DB01275	DB09132	True	False	('DB01275', 'DB09132')	1
DB01275	DB09133	True	False	('DB01275', 'DB09133')	1
DB01275	DB09134	True	False	('DB01275', 'DB09134')	1
DB01275	DB09135	True	False	('DB01275', 'DB09135')	1
DB01275	DB09136	True	False	('DB01275', 'DB09136')	1
DB01275	DB09137	True	False	('DB01275', 'DB09137')	1
DB01275	DB09139	True	False	('DB01275', 'DB09139')	1
DB01275	DB09148	True	False	('DB01275', 'DB09148')	1
DB01275	DB09149	True	False	('DB01275', 'DB09149')	1
DB01275	DB09156	True	False	('DB01275', 'DB09156')	1
DB01275	DB09163	True	False	('DB01275', 'DB09163')	1
DB01275	DB09165	True	False	('DB01275', 'DB09165')	1
DB01275	DB09185	True	False	('DB01275', 'DB09185')	1
DB01275	DB09194	True	False	('DB01275', 'DB09194')	1
DB01275	DB09195	True	False	('DB01275', 'DB09195')	1
DB01275	DB09204	True	False	('DB01275', 'DB09204')	1
DB01275	DB09205	True	False	('DB01275', 'DB09205')	1
DB01275	DB09209	True	False	('DB01275', 'DB09209')	1
DB01275	DB09210	True	False	('DB01275', 'DB09210')	1
DB01275	DB09219	True	False	('DB01275', 'DB09219')	1
DB01275	DB09223	True	False	('DB01275', 'DB09223')	1
DB01275	DB09224	True	False	('DB01275', 'DB09224')	1
DB01275	DB09255	True	False	('DB01275', 'DB09255')	1
DB01275	DB09256	True	False	('DB01275', 'DB09256')	1
DB01275	DB09257	True	False	('DB01275', 'DB09257')	1
DB01275	DB09262	True	False	('DB01275', 'DB09262')	1
DB01275	DB09264	True	False	('DB01275', 'DB09264')	1
DB01275	DB09265	True	False	('DB01275', 'DB09265')	1
DB01275	DB09268	True	False	('DB01275', 'DB09268')	1
DB01275	DB09276	True	False	('DB01275', 'DB09276')	1
DB01275	DB09277	True	False	('DB01275', 'DB09277')	1
DB01275	DB09281	True	False	('DB01275', 'DB09281')	1
DB01275	DB09292	True	False	('DB01275', 'DB09292')	1
DB01275	DB09301	True	False	('DB01275', 'DB09301')	1
DB01275	DB09317	True	False	('DB01275', 'DB09317')	1
DB01275	DB09318	True	False	('DB01275', 'DB09318')	1
DB01275	DB09320	True	False	('DB01275', 'DB09320')	1
DB01275	DB09324	True	False	('DB01275', 'DB09324')	1
DB01275	DB09325	True	False	('DB01275', 'DB09325')	1
DB01275	DB09329	True	False	('DB01275', 'DB09329')	1
DB01275	DB09344	True	False	('DB01275', 'DB09344')	1
DB01275	DB09357	True	False	('DB01275', 'DB09357')	1
DB01275	DB09394	True	False	('DB01275', 'DB09394')	1
DB01275	DB09395	True	False	('DB01275', 'DB09395')	1
DB01275	DB09407	True	False	('DB01275', 'DB09407')	1
DB01275	DB09418	True	False	('DB01275', 'DB09418')	1
DB01275	DB09472	True	False	('DB01275', 'DB09472')	1
DB01275	DB09477	True	False	('DB01275', 'DB09477')	1
DB01275	DB09481	True	False	('DB01275', 'DB09481')	1
DB01275	DB09488	True	False	('DB01275', 'DB09488')	1
DB01275	DB09496	True	False	('DB01275', 'DB09496')	1
DB01275	DB09502	True	False	('DB01275', 'DB09502')	1
DB01275	DB09546	True	False	('DB01275', 'DB09546')	1
DB01275	DB11090	True	False	('DB01275', 'DB11090')	1
DB01275	DB11098	True	False	('DB01275', 'DB11098')	1
DB01275	DB11102	True	False	('DB01275', 'DB11102')	1
DB01275	DB11114	True	False	('DB01275', 'DB11114')	1
DB01275	DB11127	True	False	('DB01275', 'DB11127')	1
DB01275	DB11130	True	False	('DB01275', 'DB11130')	1
DB01275	DB11135	True	False	('DB01275', 'DB11135')	1
DB01275	DB11136	True	False	('DB01275', 'DB11136')	1
DB01275	DB11145	True	False	('DB01275', 'DB11145')	1
DB01275	DB11156	True	False	('DB01275', 'DB11156')	1
DB01275	DB11164	True	False	('DB01275', 'DB11164')	1
DB01275	DB11251	True	False	('DB01275', 'DB11251')	1
DB01275	DB11278	True	False	('DB01275', 'DB11278')	1
DB01275	DB11328	True	False	('DB01275', 'DB11328')	1
DB01275	DB11338	True	False	('DB01275', 'DB11338')	1
DB01275	DB11358	True	False	('DB01275', 'DB11358')	1
DB01275	DB11364	True	False	('DB01275', 'DB11364')	1
DB01275	DB11560	True	False	('DB01275', 'DB11560')	1
DB01275	DB11577	True	False	('DB01275', 'DB11577')	1
DB01275	DB11587	True	False	('DB01275', 'DB11587')	1
DB01275	DB11598	True	False	('DB01275', 'DB11598')	1
DB01275	DB11642	True	False	('DB01275', 'DB11642')	1
DB01275	DB11691	True	False	('DB01275', 'DB11691')	1
DB01275	DB11699	True	False	('DB01275', 'DB11699')	1
DB01275	DB11901	True	False	('DB01275', 'DB11901')	1
DB01275	DB11915	True	False	('DB01275', 'DB11915')	1
DB01275	DB11943	True	False	('DB01275', 'DB11943')	1
DB01275	DB11989	True	False	('DB01275', 'DB11989')	1
DB01275	DB12007	True	False	('DB01275', 'DB12007')	1
DB01275	DB12107	True	False	('DB01275', 'DB12107')	1
DB01275	DB12161	True	False	('DB01275', 'DB12161')	1
DB01275	DB12278	True	False	('DB01275', 'DB12278')	1
DB01275	DB12783	True	False	('DB01275', 'DB12783')	1
DB01275	DB13025	True	False	('DB01275', 'DB13025')	1
DB01275	DB13139	True	False	('DB01275', 'DB13139')	1
DB01275	DB13156	True	False	('DB01275', 'DB13156')	1
DB01275	DB13178	True	False	('DB01275', 'DB13178')	1
DB01275	DB13185	True	False	('DB01275', 'DB13185')	1
DB01275	DB13191	True	False	('DB01275', 'DB13191')	1
DB01275	DB13269	True	False	('DB01275', 'DB13269')	1
DB01275	DB13293	True	False	('DB01275', 'DB13293')	1
DB01275	DB13595	True	False	('DB01275', 'DB13595')	1
DB01275	DB13873	True	False	('DB01275', 'DB13873')	1
DB01275	DB13884	True	False	('DB01275', 'DB13884')	1
DB01275	DB13909	True	False	('DB01275', 'DB13909')	1
DB01275	DB13943	True	False	('DB01275', 'DB13943')	1
DB01275	DB13944	True	False	('DB01275', 'DB13944')	1
DB01275	DB13946	True	False	('DB01275', 'DB13946')	1
DB01275	DB13952	True	False	('DB01275', 'DB13952')	1
DB01275	DB13954	True	False	('DB01275', 'DB13954')	1
DB01275	DB13955	True	False	('DB01275', 'DB13955')	1
DB01275	DB13956	True	False	('DB01275', 'DB13956')	1
DB01275	DB14006	True	False	('DB01275', 'DB14006')	1
DB01275	DB14007	True	False	('DB01275', 'DB14007')	1
DB01275	DB14498	True	False	('DB01275', 'DB14498')	1
DB01275	DB14499	True	False	('DB01275', 'DB14499')	1
DB01275	DB14526	True	False	('DB01275', 'DB14526')	1
DB01275	DB14527	True	False	('DB01275', 'DB14527')	1
DB01275	DB14528	True	False	('DB01275', 'DB14528')	1
DB01275	DB14529	True	False	('DB01275', 'DB14529')	1
DB01275	DB14530	True	False	('DB01275', 'DB14530')	1
DB01275	DB14754	True	False	('DB01275', 'DB14754')	1
DB01275	DB11085	True	False	('DB01275', 'DB11085')	1
DB01275	DB15593	True	False	('DB01275', 'DB15593')	1
DB01275	DB06228	True	False	('DB01275', 'DB06228')	1
DB01275	DB13987	True	False	('DB01275', 'DB13987')	1
DB01275	DB04890	True	False	('DB01275', 'DB04890')	1
DB01275	DB04930	True	False	('DB01275', 'DB04930')	1
DB01275	DB09095	True	False	('DB01275', 'DB09095')	1
DB01275	DB03615	True	False	('DB01275', 'DB03615')	1
DB01275	DB04729	True	False	('DB01275', 'DB04729')	1
DB01275	DB06696	True	False	('DB01275', 'DB06696')	1
DB01275	DB12604	True	False	('DB01275', 'DB12604')	1
DB01275	DB13540	True	False	('DB01275', 'DB13540')	1
DB01275	DB13145	True	False	('DB01275', 'DB13145')	1
DB01275	DB12615	True	False	('DB01275', 'DB12615')	1
DB01275	DB14509	True	False	('DB01275', 'DB14509')	1
DB01275	DB04831	True	False	('DB01275', 'DB04831')	1
DB01275	DB12766	True	False	('DB01275', 'DB12766')	1
DB01275	DB13801	True	False	('DB01275', 'DB13801')	1
DB01275	DB13803	True	False	('DB01275', 'DB13803')	1
DB01275	DB08907	True	False	('DB01275', 'DB08907')	1
DB01275	DB09338	True	False	('DB01275', 'DB09338')	1
DB01275	DB01325	True	False	('DB01275', 'DB01325')	1
DB01275	DB01412	True	False	('DB01275', 'DB01412')	1
DB01275	DB02925	True	False	('DB01275', 'DB02925')	1
DB01275	DB05034	True	False	('DB01275', 'DB05034')	1
DB01275	DB06370	True	False	('DB01275', 'DB06370')	1
DB01275	DB08961	True	False	('DB01275', 'DB08961')	1
DB01275	DB09015	True	False	('DB01275', 'DB09015')	1
DB01275	DB09125	True	False	('DB01275', 'DB09125')	1
DB01275	DB09401	True	False	('DB01275', 'DB09401')	1
DB01275	DB12221	True	False	('DB01275', 'DB12221')	1
DB01275	DB12670	True	False	('DB01275', 'DB12670')	1
DB01275	DB12704	True	False	('DB01275', 'DB12704')	1
DB01275	DB13284	True	False	('DB01275', 'DB13284')	1
DB01275	DB13405	True	False	('DB01275', 'DB13405')	1
DB01275	DB13617	True	False	('DB01275', 'DB13617')	1
DB01275	DB13663	True	False	('DB01275', 'DB13663')	1
DB01275	DB13708	True	False	('DB01275', 'DB13708')	1
DB01275	DB13792	True	False	('DB01275', 'DB13792')	1
