drugA	drugB	drugcomb	adv/app
DB01275	DB09061	('DB01275', 'DB09061')	1
DB01275	DB09128	('DB01275', 'DB09128')	1
DB01275	DB12092	('DB01275', 'DB12092')	1
DB01275	DB13399	('DB01275', 'DB13399')	1
DB01275	DB08815	('DB01275', 'DB08815')	1
DB01275	DB08996	('DB01275', 'DB08996')	1
DB01275	DB15685	('DB01275', 'DB15685')	1
DB01275	DB15965	('DB01275', 'DB15965')	1
DB01275	DB09039	('DB01275', 'DB09039')	1
DB01275	DB09053	('DB01275', 'DB09053')	1
DB01275	DB01394	('DB01275', 'DB01394')	1
DB01275	DB04946	('DB01275', 'DB04946')	1
DB01275	DB08895	('DB01275', 'DB08895')	1
DB01275	DB01283	('DB01275', 'DB01283')	1
DB01275	DB01397	('DB01275', 'DB01397')	1
DB01275	DB01399	('DB01275', 'DB01399')	1
DB01275	DB01401	('DB01275', 'DB01401')	1
DB01275	DB01419	('DB01275', 'DB01419')	1
DB01275	DB01424	('DB01275', 'DB01424')	1
DB01275	DB01435	('DB01275', 'DB01435')	1
DB01275	DB01600	('DB01275', 'DB01600')	1
DB01275	DB01628	('DB01275', 'DB01628')	1
DB01275	DB02224	('DB01275', 'DB02224')	1
DB01275	DB03585	('DB01275', 'DB03585')	1
DB01275	DB04725	('DB01275', 'DB04725')	1
DB01275	DB04743	('DB01275', 'DB04743')	1
DB01275	DB04812	('DB01275', 'DB04812')	1
DB01275	DB04817	('DB01275', 'DB04817')	1
DB01275	DB04828	('DB01275', 'DB04828')	1
DB01275	DB05095	('DB01275', 'DB05095')	1
DB01275	DB06725	('DB01275', 'DB06725')	1
DB01275	DB06736	('DB01275', 'DB06736')	1
DB01275	DB06737	('DB01275', 'DB06737')	1
DB01275	DB07402	('DB01275', 'DB07402')	1
DB01275	DB08439	('DB01275', 'DB08439')	1
DB01275	DB08797	('DB01275', 'DB08797')	1
DB01275	DB08940	('DB01275', 'DB08940')	1
DB01275	DB08942	('DB01275', 'DB08942')	1
DB01275	DB08951	('DB01275', 'DB08951')	1
DB01275	DB08955	('DB01275', 'DB08955')	1
DB01275	DB08976	('DB01275', 'DB08976')	1
DB01275	DB08981	('DB01275', 'DB08981')	1
DB01275	DB08984	('DB01275', 'DB08984')	1
DB01275	DB08991	('DB01275', 'DB08991')	1
DB01275	DB09084	('DB01275', 'DB09084')	1
DB01275	DB09213	('DB01275', 'DB09213')	1
DB01275	DB09214	('DB01275', 'DB09214')	1
DB01275	DB09215	('DB01275', 'DB09215')	1
DB01275	DB09216	('DB01275', 'DB09216')	1
DB01275	DB09217	('DB01275', 'DB09217')	1
DB01275	DB09218	('DB01275', 'DB09218')	1
DB01275	DB09285	('DB01275', 'DB09285')	1
DB01275	DB09288	('DB01275', 'DB09288')	1
DB01275	DB09295	('DB01275', 'DB09295')	1
DB01275	DB11455	('DB01275', 'DB11455')	1
DB01275	DB11466	('DB01275', 'DB11466')	1
DB01275	DB11518	('DB01275', 'DB11518')	1
DB01275	DB12399	('DB01275', 'DB12399')	1
DB01275	DB12445	('DB01275', 'DB12445')	1
DB01275	DB12545	('DB01275', 'DB12545')	1
DB01275	DB12610	('DB01275', 'DB12610')	1
DB01275	DB13001	('DB01275', 'DB13001')	1
DB01275	DB13167	('DB01275', 'DB13167')	1
DB01275	DB13217	('DB01275', 'DB13217')	1
DB01275	DB13232	('DB01275', 'DB13232')	1
DB01275	DB13286	('DB01275', 'DB13286')	1
DB01275	DB13314	('DB01275', 'DB13314')	1
DB01275	DB13371	('DB01275', 'DB13371')	1
DB01275	DB13407	('DB01275', 'DB13407')	1
DB01275	DB13432	('DB01275', 'DB13432')	1
DB01275	DB13481	('DB01275', 'DB13481')	1
DB01275	DB13524	('DB01275', 'DB13524')	1
DB01275	DB13527	('DB01275', 'DB13527')	1
DB01275	DB13538	('DB01275', 'DB13538')	1
DB01275	DB13544	('DB01275', 'DB13544')	1
DB01275	DB13612	('DB01275', 'DB13612')	1
DB01275	DB13629	('DB01275', 'DB13629')	1
DB01275	DB13649	('DB01275', 'DB13649')	1
DB01275	DB13657	('DB01275', 'DB13657')	1
DB01275	DB13722	('DB01275', 'DB13722')	1
DB01275	DB13783	('DB01275', 'DB13783')	1
DB01275	DB13860	('DB01275', 'DB13860')	1
DB01275	DB14059	('DB01275', 'DB14059')	1
DB01275	DB14060	('DB01275', 'DB14060')	1
DB01275	DB14938	('DB01275', 'DB14938')	1
DB01275	DB09212	('DB01275', 'DB09212')	1
DB01275	DB04552	('DB01275', 'DB04552')	1
DB01275	DB01418	('DB01275', 'DB01418')	1
DB01275	DB08496	('DB01275', 'DB08496')	1
DB01275	DB08735	('DB01275', 'DB08735')	1
DB01275	DB08736	('DB01275', 'DB08736')	1
DB01275	DB14055	('DB01275', 'DB14055')	1
DB01275	DB04884	('DB01275', 'DB04884')	1
DB01275	DB09220	('DB01275', 'DB09220')	1
DB01275	DB09282	('DB01275', 'DB09282')	1
DB01275	DB06826	('DB01275', 'DB06826')	1
DB01275	DB01295	('DB01275', 'DB01295')	1
DB01275	DB01297	('DB01275', 'DB01297')	1
DB01275	DB01340	('DB01275', 'DB01340')	1
DB01275	DB01347	('DB01275', 'DB01347')	1
DB01275	DB01348	('DB01275', 'DB01348')	1
DB01275	DB01580	('DB01275', 'DB01580')	1
DB01275	DB03322	('DB01275', 'DB03322')	1
DB01275	DB04840	('DB01275', 'DB04840')	1
DB01275	DB04846	('DB01275', 'DB04846')	1
DB01275	DB06268	('DB01275', 'DB06268')	1
DB01275	DB06445	('DB01275', 'DB06445')	1
DB01275	DB07767	('DB01275', 'DB07767')	1
DB01275	DB08808	('DB01275', 'DB08808')	1
DB01275	DB08836	('DB01275', 'DB08836')	1
DB01275	DB08952	('DB01275', 'DB08952')	1
DB01275	DB08960	('DB01275', 'DB08960')	1
DB01275	DB09206	('DB01275', 'DB09206')	1
DB01275	DB09363	('DB01275', 'DB09363')	1
DB01275	DB11720	('DB01275', 'DB11720')	1
DB01275	DB11770	('DB01275', 'DB11770')	1
DB01275	DB11783	('DB01275', 'DB11783')	1
DB01275	DB12054	('DB01275', 'DB12054')	1
DB01275	DB12212	('DB01275', 'DB12212')	1
DB01275	DB12945	('DB01275', 'DB12945')	1
DB01275	DB13166	('DB01275', 'DB13166')	1
DB01275	DB13211	('DB01275', 'DB13211')	1
DB01275	DB13312	('DB01275', 'DB13312')	1
DB01275	DB13374	('DB01275', 'DB13374')	1
DB01275	DB13400	('DB01275', 'DB13400')	1
DB01275	DB13410	('DB01275', 'DB13410')	1
DB01275	DB13429	('DB01275', 'DB13429')	1
DB01275	DB13435	('DB01275', 'DB13435')	1
DB01275	DB13443	('DB01275', 'DB13443')	1
DB01275	DB13452	('DB01275', 'DB13452')	1
DB01275	DB13508	('DB01275', 'DB13508')	1
DB01275	DB13575	('DB01275', 'DB13575')	1
DB01275	DB13604	('DB01275', 'DB13604')	1
DB01275	DB13631	('DB01275', 'DB13631')	1
DB01275	DB13757	('DB01275', 'DB13757')	1
DB01275	DB13779	('DB01275', 'DB13779')	1
DB01275	DB13919	('DB01275', 'DB13919')	1
DB01275	DB14094	('DB01275', 'DB14094')	1
DB01275	DB14125	('DB01275', 'DB14125')	1
DB01275	DB14207	('DB01275', 'DB14207')	1
DB01275	DB14208	('DB01275', 'DB14208')	1
DB01275	DB14213	('DB01275', 'DB14213')	1
DB01275	DB14217	('DB01275', 'DB14217')	1
DB01275	DB01388	('DB01275', 'DB01388')	1
DB01275	DB04861	('DB01275', 'DB04861')	1
DB01275	DB06403	('DB01275', 'DB06403')	1
DB01275	DB06712	('DB01275', 'DB06712')	1
DB01275	DB06762	('DB01275', 'DB06762')	1
DB01275	DB08931	('DB01275', 'DB08931')	1
DB01275	DB09026	('DB01275', 'DB09026')	1
DB01275	DB09238	('DB01275', 'DB09238')	1
DB01275	DB09239	('DB01275', 'DB09239')	1
DB01275	DB11362	('DB01275', 'DB11362')	1
DB01275	DB12093	('DB01275', 'DB12093')	1
DB01275	DB14068	('DB01275', 'DB14068')	1
DB01275	DB05266	('DB01275', 'DB05266')	1
DB01275	DB06267	('DB01275', 'DB06267')	1
DB01275	DB09273	('DB01275', 'DB09273')	1
DB01275	DB11792	('DB01275', 'DB11792')	1
DB01275	DB12010	('DB01275', 'DB12010')	1
DB01275	DB06237	('DB01275', 'DB06237')	1
DB01275	DB14337	('DB01275', 'DB14337')	1
DB01275	DB01367	('DB01275', 'DB01367')	1
DB01275	DB01626	('DB01275', 'DB01626')	1
DB01275	DB04017	('DB01275', 'DB04017')	1
DB01275	DB04818	('DB01275', 'DB04818')	1
DB01275	DB04820	('DB01275', 'DB04820')	1
DB01275	DB06654	('DB01275', 'DB06654')	1
DB01275	DB08550	('DB01275', 'DB08550')	1
DB01275	DB09241	('DB01275', 'DB09241')	1
DB01275	DB09243	('DB01275', 'DB09243')	1
DB01275	DB09244	('DB01275', 'DB09244')	1
DB01275	DB09245	('DB01275', 'DB09245')	1
DB01275	DB09246	('DB01275', 'DB09246')	1
DB01275	DB09248	('DB01275', 'DB09248')	1
DB01275	DB09249	('DB01275', 'DB09249')	1
DB01275	DB09250	('DB01275', 'DB09250')	1
DB01275	DB09251	('DB01275', 'DB09251')	1
DB01275	DB09252	('DB01275', 'DB09252')	1
DB01275	DB09253	('DB01275', 'DB09253')	1
DB01275	DB09254	('DB01275', 'DB09254')	1
DB01275	DB13875	('DB01275', 'DB13875')	1
DB01275	DB13876	('DB01275', 'DB13876')	1
DB01275	DB01351	('DB01275', 'DB01351')	1
DB01275	DB01355	('DB01275', 'DB01355')	1
DB01275	DB01483	('DB01275', 'DB01483')	1
DB01275	DB09001	('DB01275', 'DB09001')	1
DB01275	DB01282	('DB01275', 'DB01282')	1
DB01275	DB01612	('DB01275', 'DB01612')	1
DB01275	DB04899	('DB01275', 'DB04899')	1
DB01275	DB08822	('DB01275', 'DB08822')	1
DB01275	DB09077	('DB01275', 'DB09077')	1
DB01275	DB09112	('DB01275', 'DB09112')	1
DB01275	DB09279	('DB01275', 'DB09279')	1
DB01275	DB09286	('DB01275', 'DB09286')	1
DB01275	DB09232	('DB01275', 'DB09232')	1
DB01275	DB09038	('DB01275', 'DB09038')	1
DB01275	DB11632	('DB01275', 'DB11632')	1
DB01275	DB15456	('DB01275', 'DB15456')	1
DB01275	DB09236	('DB01275', 'DB09236')	1
DB01275	DB09227	('DB01275', 'DB09227')	1
DB01275	DB13967	('DB01275', 'DB13967')	1
DB01275	DB14185	('DB01275', 'DB14185')	1
DB01275	DB01326	('DB01275', 'DB01326')	1
DB01275	DB01327	('DB01275', 'DB01327')	1
DB01275	DB01328	('DB01275', 'DB01328')	1
DB01275	DB01329	('DB01275', 'DB01329')	1
DB01275	DB01330	('DB01275', 'DB01330')	1
DB01275	DB01331	('DB01275', 'DB01331')	1
DB01275	DB01332	('DB01275', 'DB01332')	1
DB01275	DB01333	('DB01275', 'DB01333')	1
DB01275	DB01413	('DB01275', 'DB01413')	1
DB01275	DB01414	('DB01275', 'DB01414')	1
DB01275	DB01415	('DB01275', 'DB01415')	1
DB01275	DB01416	('DB01275', 'DB01416')	1
DB01275	DB02247	('DB01275', 'DB02247')	1
DB01275	DB03450	('DB01275', 'DB03450')	1
DB01275	DB04570	('DB01275', 'DB04570')	1
DB01275	DB04918	('DB01275', 'DB04918')	1
DB01275	DB06590	('DB01275', 'DB06590')	1
DB01275	DB09008	('DB01275', 'DB09008')	1
DB01275	DB09062	('DB01275', 'DB09062')	1
DB01275	DB11367	('DB01275', 'DB11367')	1
DB01275	DB11935	('DB01275', 'DB11935')	1
DB01275	DB13266	('DB01275', 'DB13266')	1
DB01275	DB13461	('DB01275', 'DB13461')	1
DB01275	DB13470	('DB01275', 'DB13470')	1
DB01275	DB13499	('DB01275', 'DB13499')	1
DB01275	DB13504	('DB01275', 'DB13504')	1
DB01275	DB13638	('DB01275', 'DB13638')	1
DB01275	DB13667	('DB01275', 'DB13667')	1
DB01275	DB13682	('DB01275', 'DB13682')	1
DB01275	DB13778	('DB01275', 'DB13778')	1
DB01275	DB13821	('DB01275', 'DB13821')	1
DB01275	DB13868	('DB01275', 'DB13868')	1
DB01275	DB14126	('DB01275', 'DB14126')	1
DB01275	DB14713	('DB01275', 'DB14713')	1
DB01275	DB01438	('DB01275', 'DB01438')	1
DB01275	DB15066	('DB01275', 'DB15066')	1
DB01275	DB01601	('DB01275', 'DB01601')	1
DB01275	DB01356	('DB01275', 'DB01356')	1
DB01275	DB14507	('DB01275', 'DB14507')	1
DB01275	DB01421	('DB01275', 'DB01421')	1
DB01275	DB04263	('DB01275', 'DB04263')	1
DB01275	DB04626	('DB01275', 'DB04626')	1
DB01275	DB04808	('DB01275', 'DB04808')	1
DB01275	DB08437	('DB01275', 'DB08437')	1
DB01275	DB11512	('DB01275', 'DB11512')	1
DB01275	DB11520	('DB01275', 'DB11520')	1
DB01275	DB01359	('DB01275', 'DB01359')	1
DB01275	DB01409	('DB01275', 'DB01409')	1
DB01275	DB01420	('DB01275', 'DB01420')	1
DB01275	DB01427	('DB01275', 'DB01427')	1
DB01275	DB01428	('DB01275', 'DB01428')	1
DB01275	DB01550	('DB01275', 'DB01550')	1
DB01275	DB01558	('DB01275', 'DB01558')	1
DB01275	DB01563	('DB01275', 'DB01563')	1
DB01275	DB01577	('DB01275', 'DB01577')	1
DB01275	DB01587	('DB01275', 'DB01587')	1
DB01275	DB01610	('DB01275', 'DB01610')	1
DB01275	DB01638	('DB01275', 'DB01638')	1
DB01275	DB01685	('DB01275', 'DB01685')	1
DB01275	DB04574	('DB01275', 'DB04574')	1
DB01275	DB04871	('DB01275', 'DB04871')	1
DB01275	DB04895	('DB01275', 'DB04895')	1
DB01275	DB04896	('DB01275', 'DB04896')	1
DB01275	DB04920	('DB01275', 'DB04920')	1
DB01275	DB04948	('DB01275', 'DB04948')	1
DB01275	DB04953	('DB01275', 'DB04953')	1
DB01275	DB05018	('DB01275', 'DB05018')	1
DB01275	DB05541	('DB01275', 'DB05541')	1
DB01275	DB05676	('DB01275', 'DB05676')	1
DB01275	DB06154	('DB01275', 'DB06154')	1
DB01275	DB06186	('DB01275', 'DB06186')	1
DB01275	DB06196	('DB01275', 'DB06196')	1
DB01275	DB06203	('DB01275', 'DB06203')	1
DB01275	DB06209	('DB01275', 'DB06209')	1
DB01275	DB06211	('DB01275', 'DB06211')	1
DB01275	DB06230	('DB01275', 'DB06230')	1
DB01275	DB06262	('DB01275', 'DB06262')	1
DB01275	DB06282	('DB01275', 'DB06282')	1
DB01275	DB06335	('DB01275', 'DB06335')	1
DB01275	DB06402	('DB01275', 'DB06402')	1
DB01275	DB06623	('DB01275', 'DB06623')	1
DB01275	DB06637	('DB01275', 'DB06637')	1
DB01275	DB06695	('DB01275', 'DB06695')	1
DB01275	DB06700	('DB01275', 'DB06700')	1
DB01275	DB06702	('DB01275', 'DB06702')	1
DB01275	DB06705	('DB01275', 'DB06705')	1
DB01275	DB06710	('DB01275', 'DB06710')	1
DB01275	DB06767	('DB01275', 'DB06767')	1
DB01275	DB06782	('DB01275', 'DB06782')	1
DB01275	DB06796	('DB01275', 'DB06796')	1
DB01275	DB06800	('DB01275', 'DB06800')	1
DB01275	DB06809	('DB01275', 'DB06809')	1
DB01275	DB06813	('DB01275', 'DB06813')	1
DB01275	DB06823	('DB01275', 'DB06823')	1
DB01275	DB06824	('DB01275', 'DB06824')	1
DB01275	DB08824	('DB01275', 'DB08824')	1
DB01275	DB08826	('DB01275', 'DB08826')	1
DB01275	DB08840	('DB01275', 'DB08840')	1
DB01275	DB08872	('DB01275', 'DB08872')	1
DB01275	DB08893	('DB01275', 'DB08893')	1
DB01275	DB08894	('DB01275', 'DB08894')	1
DB01275	DB08897	('DB01275', 'DB08897')	1
DB01275	DB08899	('DB01275', 'DB08899')	1
DB01275	DB08900	('DB01275', 'DB08900')	1
DB01275	DB08904	('DB01275', 'DB08904')	1
DB01275	DB08905	('DB01275', 'DB08905')	1
DB01275	DB08909	('DB01275', 'DB08909')	1
DB01275	DB08911	('DB01275', 'DB08911')	1
DB01275	DB08918	('DB01275', 'DB08918')	1
DB01275	DB08932	('DB01275', 'DB08932')	1
DB01275	DB08934	('DB01275', 'DB08934')	1
DB01275	DB09027	('DB01275', 'DB09027')	1
DB01275	DB09050	('DB01275', 'DB09050')	1
DB01275	DB09066	('DB01275', 'DB09066')	1
DB01275	DB09068	('DB01275', 'DB09068')	1
DB01275	DB09075	('DB01275', 'DB09075')	1
DB01275	DB09081	('DB01275', 'DB09081')	1
DB01275	DB09082	('DB01275', 'DB09082')	1
DB01275	DB09089	('DB01275', 'DB09089')	1
DB01275	DB09091	('DB01275', 'DB09091')	1
DB01275	DB09103	('DB01275', 'DB09103')	1
DB01275	DB09104	('DB01275', 'DB09104')	1
DB01275	DB09106	('DB01275', 'DB09106')	1
DB01275	DB09111	('DB01275', 'DB09111')	1
DB01275	DB09118	('DB01275', 'DB09118')	1
DB01275	DB09121	('DB01275', 'DB09121')	1
DB01275	DB09123	('DB01275', 'DB09123')	1
DB01275	DB09129	('DB01275', 'DB09129')	1
DB01275	DB09132	('DB01275', 'DB09132')	1
DB01275	DB09133	('DB01275', 'DB09133')	1
DB01275	DB09134	('DB01275', 'DB09134')	1
DB01275	DB09135	('DB01275', 'DB09135')	1
DB01275	DB09136	('DB01275', 'DB09136')	1
DB01275	DB09137	('DB01275', 'DB09137')	1
DB01275	DB09139	('DB01275', 'DB09139')	1
DB01275	DB09148	('DB01275', 'DB09148')	1
DB01275	DB09149	('DB01275', 'DB09149')	1
DB01275	DB09156	('DB01275', 'DB09156')	1
DB01275	DB09163	('DB01275', 'DB09163')	1
DB01275	DB09165	('DB01275', 'DB09165')	1
DB01275	DB09185	('DB01275', 'DB09185')	1
DB01275	DB09194	('DB01275', 'DB09194')	1
DB01275	DB09195	('DB01275', 'DB09195')	1
DB01275	DB09204	('DB01275', 'DB09204')	1
DB01275	DB09205	('DB01275', 'DB09205')	1
DB01275	DB09209	('DB01275', 'DB09209')	1
DB01275	DB09210	('DB01275', 'DB09210')	1
DB01275	DB09219	('DB01275', 'DB09219')	1
DB01275	DB09223	('DB01275', 'DB09223')	1
DB01275	DB09224	('DB01275', 'DB09224')	1
DB01275	DB09255	('DB01275', 'DB09255')	1
DB01275	DB09256	('DB01275', 'DB09256')	1
DB01275	DB09257	('DB01275', 'DB09257')	1
DB01275	DB09262	('DB01275', 'DB09262')	1
DB01275	DB09264	('DB01275', 'DB09264')	1
DB01275	DB09265	('DB01275', 'DB09265')	1
DB01275	DB09268	('DB01275', 'DB09268')	1
DB01275	DB09276	('DB01275', 'DB09276')	1
DB01275	DB09277	('DB01275', 'DB09277')	1
DB01275	DB09281	('DB01275', 'DB09281')	1
DB01275	DB09292	('DB01275', 'DB09292')	1
DB01275	DB09301	('DB01275', 'DB09301')	1
DB01275	DB09317	('DB01275', 'DB09317')	1
DB01275	DB09318	('DB01275', 'DB09318')	1
DB01275	DB09320	('DB01275', 'DB09320')	1
DB01275	DB09324	('DB01275', 'DB09324')	1
DB01275	DB09325	('DB01275', 'DB09325')	1
DB01275	DB09329	('DB01275', 'DB09329')	1
DB01275	DB09344	('DB01275', 'DB09344')	1
DB01275	DB09357	('DB01275', 'DB09357')	1
DB01275	DB09394	('DB01275', 'DB09394')	1
DB01275	DB09395	('DB01275', 'DB09395')	1
DB01275	DB09407	('DB01275', 'DB09407')	1
DB01275	DB09418	('DB01275', 'DB09418')	1
DB01275	DB09472	('DB01275', 'DB09472')	1
DB01275	DB09477	('DB01275', 'DB09477')	1
DB01275	DB09481	('DB01275', 'DB09481')	1
DB01275	DB09488	('DB01275', 'DB09488')	1
DB01275	DB09496	('DB01275', 'DB09496')	1
DB01275	DB09502	('DB01275', 'DB09502')	1
DB01275	DB09546	('DB01275', 'DB09546')	1
DB01275	DB11090	('DB01275', 'DB11090')	1
DB01275	DB11098	('DB01275', 'DB11098')	1
DB01275	DB11102	('DB01275', 'DB11102')	1
DB01275	DB11114	('DB01275', 'DB11114')	1
DB01275	DB11127	('DB01275', 'DB11127')	1
DB01275	DB11130	('DB01275', 'DB11130')	1
DB01275	DB11135	('DB01275', 'DB11135')	1
DB01275	DB11136	('DB01275', 'DB11136')	1
DB01275	DB11145	('DB01275', 'DB11145')	1
DB01275	DB11156	('DB01275', 'DB11156')	1
DB01275	DB11164	('DB01275', 'DB11164')	1
DB01275	DB11251	('DB01275', 'DB11251')	1
DB01275	DB11278	('DB01275', 'DB11278')	1
DB01275	DB11328	('DB01275', 'DB11328')	1
DB01275	DB11338	('DB01275', 'DB11338')	1
DB01275	DB11358	('DB01275', 'DB11358')	1
DB01275	DB11364	('DB01275', 'DB11364')	1
DB01275	DB11560	('DB01275', 'DB11560')	1
DB01275	DB11577	('DB01275', 'DB11577')	1
DB01275	DB11587	('DB01275', 'DB11587')	1
DB01275	DB11598	('DB01275', 'DB11598')	1
DB01275	DB11642	('DB01275', 'DB11642')	1
DB01275	DB11691	('DB01275', 'DB11691')	1
DB01275	DB11699	('DB01275', 'DB11699')	1
DB01275	DB11901	('DB01275', 'DB11901')	1
DB01275	DB11915	('DB01275', 'DB11915')	1
DB01275	DB11943	('DB01275', 'DB11943')	1
DB01275	DB11989	('DB01275', 'DB11989')	1
DB01275	DB12007	('DB01275', 'DB12007')	1
DB01275	DB12107	('DB01275', 'DB12107')	1
DB01275	DB12161	('DB01275', 'DB12161')	1
DB01275	DB12278	('DB01275', 'DB12278')	1
DB01275	DB12783	('DB01275', 'DB12783')	1
DB01275	DB13025	('DB01275', 'DB13025')	1
DB01275	DB13139	('DB01275', 'DB13139')	1
DB01275	DB13156	('DB01275', 'DB13156')	1
DB01275	DB13178	('DB01275', 'DB13178')	1
DB01275	DB13185	('DB01275', 'DB13185')	1
DB01275	DB13191	('DB01275', 'DB13191')	1
DB01275	DB13269	('DB01275', 'DB13269')	1
DB01275	DB13293	('DB01275', 'DB13293')	1
DB01275	DB13595	('DB01275', 'DB13595')	1
DB01275	DB13873	('DB01275', 'DB13873')	1
DB01275	DB13884	('DB01275', 'DB13884')	1
DB01275	DB13909	('DB01275', 'DB13909')	1
DB01275	DB13943	('DB01275', 'DB13943')	1
DB01275	DB13944	('DB01275', 'DB13944')	1
DB01275	DB13946	('DB01275', 'DB13946')	1
DB01275	DB13952	('DB01275', 'DB13952')	1
DB01275	DB13954	('DB01275', 'DB13954')	1
DB01275	DB13955	('DB01275', 'DB13955')	1
DB01275	DB13956	('DB01275', 'DB13956')	1
DB01275	DB14006	('DB01275', 'DB14006')	1
DB01275	DB14007	('DB01275', 'DB14007')	1
DB01275	DB14498	('DB01275', 'DB14498')	1
DB01275	DB14499	('DB01275', 'DB14499')	1
DB01275	DB14526	('DB01275', 'DB14526')	1
DB01275	DB14527	('DB01275', 'DB14527')	1
DB01275	DB14528	('DB01275', 'DB14528')	1
DB01275	DB14529	('DB01275', 'DB14529')	1
DB01275	DB14530	('DB01275', 'DB14530')	1
DB01275	DB14754	('DB01275', 'DB14754')	1
DB01275	DB11085	('DB01275', 'DB11085')	1
DB01275	DB15593	('DB01275', 'DB15593')	1
DB01275	DB06228	('DB01275', 'DB06228')	1
DB01275	DB13987	('DB01275', 'DB13987')	1
DB01275	DB04890	('DB01275', 'DB04890')	1
DB01275	DB04930	('DB01275', 'DB04930')	1
DB01275	DB09095	('DB01275', 'DB09095')	1
DB01275	DB03615	('DB01275', 'DB03615')	1
DB01275	DB04729	('DB01275', 'DB04729')	1
DB01275	DB06696	('DB01275', 'DB06696')	1
DB01275	DB12604	('DB01275', 'DB12604')	1
DB01275	DB13540	('DB01275', 'DB13540')	1
DB01275	DB13145	('DB01275', 'DB13145')	1
DB01275	DB12615	('DB01275', 'DB12615')	1
DB01275	DB14509	('DB01275', 'DB14509')	1
DB01275	DB04831	('DB01275', 'DB04831')	1
DB01275	DB12766	('DB01275', 'DB12766')	1
DB01275	DB13801	('DB01275', 'DB13801')	1
DB01275	DB13803	('DB01275', 'DB13803')	1
DB01275	DB08907	('DB01275', 'DB08907')	1
DB01275	DB09338	('DB01275', 'DB09338')	1
DB01275	DB01325	('DB01275', 'DB01325')	1
DB01275	DB01412	('DB01275', 'DB01412')	1
DB01275	DB02925	('DB01275', 'DB02925')	1
DB01275	DB05034	('DB01275', 'DB05034')	1
DB01275	DB06370	('DB01275', 'DB06370')	1
DB01275	DB08961	('DB01275', 'DB08961')	1
DB01275	DB09015	('DB01275', 'DB09015')	1
DB01275	DB09125	('DB01275', 'DB09125')	1
DB01275	DB09401	('DB01275', 'DB09401')	1
DB01275	DB12221	('DB01275', 'DB12221')	1
DB01275	DB12670	('DB01275', 'DB12670')	1
DB01275	DB12704	('DB01275', 'DB12704')	1
DB01275	DB13284	('DB01275', 'DB13284')	1
DB01275	DB13405	('DB01275', 'DB13405')	1
DB01275	DB13617	('DB01275', 'DB13617')	1
DB01275	DB13663	('DB01275', 'DB13663')	1
DB01275	DB13708	('DB01275', 'DB13708')	1
DB01275	DB13792	('DB01275', 'DB13792')	1
DB01275	DB13989	('DB01275', 'DB13989')	1
DB01275	DB14018	('DB01275', 'DB14018')	1
DB01275	DB14500	('DB01275', 'DB14500')	1
DB01275	DB09235	('DB01275', 'DB09235')	1
DB01275	DB06292	('DB01275', 'DB06292')	1
DB01275	DB01345	('DB01275', 'DB01345')	1
DB01275	DB15959	('DB01275', 'DB15959')	1
DB01275	DB09299	('DB01275', 'DB09299')	1
DB01275	DB01431	('DB01275', 'DB01431')	1
DB01275	DB01656	('DB01275', 'DB01656')	1
DB01275	DB09071	('DB01275', 'DB09071')	1
DB01275	DB01395	('DB01275', 'DB01395')	1
DB01275	DB01624	('DB01275', 'DB01624')	1
DB01275	DB06218	('DB01275', 'DB06218')	1
DB01275	DB08882	('DB01275', 'DB08882')	1
DB01275	DB09030	('DB01275', 'DB09030')	1
DB01275	DB09034	('DB01275', 'DB09034')	1
DB01275	DB09048	('DB01275', 'DB09048')	1
DB01275	DB09079	('DB01275', 'DB09079')	1
DB01275	DB11273	('DB01275', 'DB11273')	1
DB01275	DB11952	('DB01275', 'DB11952')	1
DB01275	DB12141	('DB01275', 'DB12141')	1
DB01275	DB12515	('DB01275', 'DB12515')	1
DB01275	DB12952	('DB01275', 'DB12952')	1
DB01275	DB13345	('DB01275', 'DB13345')	1
DB01275	DB13385	('DB01275', 'DB13385')	1
DB01275	DB14009	('DB01275', 'DB14009')	1
DB01275	DB15444	('DB01275', 'DB15444')	1
DB01275	DB12887	('DB01275', 'DB12887')	1
DB01275	DB06717	('DB01275', 'DB06717')	1
DB01275	DB12825	('DB01275', 'DB12825')	1
DB01275	DB11742	('DB01275', 'DB11742')	1
DB01275	DB11633	('DB01275', 'DB11633')	1
DB01275	DB05154	('DB01275', 'DB05154')	1
DB01275	DB05316	('DB01275', 'DB05316')	1
DB01275	DB12235	('DB01275', 'DB12235')	1
DB01275	DB11886	('DB01275', 'DB11886')	1
DB01275	DB08877	('DB01275', 'DB08877')	1
DB01275	DB08910	('DB01275', 'DB08910')	1
DB01275	DB09570	('DB01275', 'DB09570')	1
DB01275	DB11817	('DB01275', 'DB11817')	1
DB01275	DB01320	('DB01275', 'DB01320')	1
DB01275	DB01396	('DB01275', 'DB01396')	1
DB01275	DB01590	('DB01275', 'DB01590')	1
DB01275	DB04855	('DB01275', 'DB04855')	1
DB01275	DB05239	('DB01275', 'DB05239')	1
DB01275	DB06287	('DB01275', 'DB06287')	1
DB01275	DB09054	('DB01275', 'DB09054')	1
DB01275	DB09063	('DB01275', 'DB09063')	1
DB01275	DB09289	('DB01275', 'DB09289')	1
DB01275	DB09330	('DB01275', 'DB09330')	1
DB01275	DB11730	('DB01275', 'DB11730')	1
